title1,abstract1,title2,abstract2
Peran Teknologi Informasi Dan Komunikasi Dalam Pendidikan,"This study aims to determine the role of information and communication technology in education. The information and communication technology in general aims to make students understand information and communication technology devices in general, including computers (literacy) and information literacy, which means students recognize the terms used in information and communication technology. In the Qur'an there are so many commands, statements, suggestions, satires and so on that substantially link Islamic teachings to science and technology. The results of this study found that the role of information technology in education, in addition to helping students in learning also had a quite influential role for teachers, especially in the use of facilities to enrich teaching skills, and the Qur'an as a guide and guidance for the development of science and technology in order to strengthen faith and improve human well-being.",Evaluasi Mutu Pelayanan Kesehatan Terhadap Kepuasan Pasien Di Instalasi Rawat Inap RS Imelda Pekerja Indonesia Medan,"Hospitals are an integral part of social and media organizations whose function is to provide comprehensive health services to the community, both curative and rehabilitative, where hospital services reach family and environmental services. The aim of the study was to analyze the effect of the quality of health services on patient satisfaction in the inpatient room of the Medan Indonesian Workers' Imelda Hospital. 
The research design used in this study was an analytic survey with a cross sectional design. The population in this study were all patients who were treated from November 2022 to February 2023 in the Inpatient Room of the Imelda Indonesian Workers Hospital in Medan, totaling 167 people. The number of samples to be examined by the entire population is 62 people. Data analysis was performed using univariate, bivariate and multivariate analysis. The statistical test used is the chi square test and logistic regression. 
The results of the chi square test showed that there was an influence of 8 variables, namely technical competence, human relations, effectiveness, efficiency, continuity, security, human relations and convenience, which had a p-value <α 0.05, meaning technical competence, human relations, effectiveness, efficiency, continuity, security, human relations and comfort affect patient satisfaction in the inpatient room of Medan Indonesian Workers Imelda Hospital, and the multivariate test with the results of multiple logistic regression tests shows that the variable of technical competence is the most dominant with an odds ratio (OR) of 45,348 meaning 4 times affect patient satisfaction. 
The conclusion was that the dominant technical competency variable had the most influence on patient satisfaction in the inpatient room of Imelda Indonesian Workers Medan Hospital. It is recommended for the hospital to make policies in order to improve technical competence in the treatment room so as to produce optimal patient satisfaction.."
Peran Teknologi dalam Transformasi Ekonomi dan Bisnis di Era Digital,"Artikel ini membahas peran teknologi dalam transformasi ekonomi dan bisnis di era digital. Terobosan teknologi seperti kecerdasan buatan, blockchain, dan Internet of Things telah memungkinkan pengembangan model bisnis yang lebih efisien dan inovatif. Dalam artikel ini, dibahas bagaimana teknologi telah mempengaruhi berbagai aspek ekonomi dan bisnis, serta tantangan dan peluang yang dihadapi oleh perusahaan dalam mengadopsi teknologi baru dan mengintegrasikannya ke dalam operasi mereka. Dalam penelitian ini menggunakan metode studi litelatur penggunaan buku, jurnal artikel,dan website resmi. Dengan memberikan gambaran menyeluruh tentang peran teknologi dalam transformasi ekonomi dan bisnis di era digital, artikel ini memberikan pemahaman yang lebih baik tentang bagaimana teknologi dapat membantu perusahaan dan masyarakat untuk mencapai kemajuan yang lebih besar di masa depan.",PERAN LITERASI TEKNOLOGI INFORMASI DAN KOMUNIKASI PADA PEMBELAJARAN JARAK JAUH DI MASA PANDEMI COVID-19,"Penulisan artikel ini bertujuan untuk menganalisis secara kajian literatur mengenai pentingnya literasi teknologi informasi dan komunikasi sebagai kunci dan penunjang pelaksanaan pembelajaran jarak jauh pada masa pandemi Covid-19. Analisis pada artikel ini menggunakan empat langkah kajian literatur, yaitu pemilihan topik yang akan direview, mencari dan menyeleksi artikel yang berkaitan dengan topik, menganalisis dan mensintesis literatur, dan mengorganisasikan tulisan. Hasil kajian literatur menunjukkan bahwa pandemi Covid-19 memberikan perubahan signifikan pada berbagai sektor, termasuk sektor pendidikan. Pembelajaran jarak jauh (PJJ) merupakan salah satu bentuk penyesuaian dalam sektor pendidikan selama masa pandemi Covid-19. Pada pelaksanaan pembelajaran jarak jauh, teknologi menjadi kunci keberlangsungan PJJ yang dapat menjadi penghubung  antara  pengajar  dan  pembelajar  yang  tersekat  dengan  jarak.  Namun  demikian, keberadaan teknologi akan menjadi tidak termanfaatkan jika tidak dibarengi dengan pengguna teknologi  yang  melek  teknologi.  Literasi  teknologi  informasi  dan  komunikasi  mencakup  segala pengetahuan dan keterampilan dalam memanfaatkan teknologi, mulai dari mengenal perangkatnya, mengoperasikannya,  mengolah  dan  mengkomunikasikan  informasi.  Teknologi  dan  Literasi  TIK memiliki peran penting dalam memperlancar PJJ, menjadikan PJJ lebih efektif, memperlancar komunikasi dan kolaborasi antara pengajar dan pembelajar, serta mendorong penggunaan teknologi yang positif yang mengedepankan etika sosial yang bertanggung jawab."
Rekonstruksi Kesejahteraan Sosial Bagi Tenaga Kesehatan di Rumah Sakit,"Tenaga Kesehatan merupakan garda terdepan dalam pelayanan kesehatan dan memiliki risiko kecelakaan kerja yang sangat tinggi di lapangan, Sebagai ujung tombak di lapangan yang mempertaruhkan nyawa, sudah selayaknya kesejahteraan demi mendukung efektivitas pelayanan mereka dilaksanakan. Di Era 5.0 ini tenaga kesehatan dituntut untuk melek teknologi, selain itu juga harus mampu meng-update ilmu-ilmu kesehatan yang semakin hari semakin berkembang, akan tetapi sepertinya perihal tersebut sangat susah dijalankan mengingat masih terdapat kesejahteraan tenaga kesehatan di Fasilitas Pelayanan Kesehatan yang nasibnya masih memprihatinkan.Tujuan penelitian ini adalah untuk mengetahui gambaran implementasi kesejahteraan sosial ditinjau dari konsep filsafat hukum, dan upaya rekonstruksi kesejahteraan sosial khususnya bagi tenaga kesehatan yang berada di Rumah Sakit.Metode penelitian ini menggunakan pendekatan yuridis sosiologis yang berfokus pada sosiological approach, statuta approach, dan conseptual approach dengan tipe desain penelitian yang digunakan adalah Descriptive Design. Teknik pengumpulan dilakukan melalui data primer dan data sekunder. Hasil penelitian selanjutnya dianalisis kulitatif.Berdasarkan hasil penelitian menunjukkan bahwa kesejahteraan itu bukan hanya dilaksanakan oleh Pemerintah melainkan juga kewajiban dari diri masyarakat itu sendiri untuk mensejahterakan dirinya dan keluarganya sehingga tidak terus bergantung pada Pemerintah. Upaya rekonstruksi kesejahteraan sosial bagi tenaga kesehatan antara lain dengan: menata ulang peraturan tentang kesejahteraan sosial, menata ulang peraturan tentang ketenagakerjaan, menata ulang peraturan tentang cipta kerja, menata ulang Hospital By Laws dengan menitikberatkan pada fungsi rumah sakit, menghadirkan peraturan tentang standar upah bagi Rumah Sakit, menghadirkan organisasi khusus yang dapat memberikan pelatihan pra kerja bagi tenaga Kesehatan, menghadirkan peraturan tentang perlindungan dan kesejahteraan tenaga bagi tesehatan, menghadirkan peraturan yang mewajibkan Rumah Sakit dalam memberikan Jaminan Kesehatan dan Jaminan Sosial Tenaga Kerja bagi seluruh karyawanya, menciptakan sistem hukum yang terstruktur, tersubstansi, dan berbudaya hukum menjadi lebih baik dan berfungsi sebagaimana harusnya, menciptakan sistem penegakkan hukum bagi Rumah Sakit yang lalai dalam memberikan perlindungan dan kesejahteraan bagi semua pihak yang berkaitan.",Meningkatkan Pembelajaran Melalui Teknologi Digital,"Learning through digital technology has changed the traditional learning paradigm by providing new opportunities for students to develop skills and knowledge. Through interactive learning methods, diverse media, and the flexibility of distance learning, digital technology enables students to be actively involved in the learning process. Students can access information-rich digital resources, ranging from e-books to learning videos, which help increase absorption and understanding of material. In addition, collaboration and interaction between students is also enhanced through online learning platforms, enabling them to share ideas, support one another, and learn together in a virtual environment. Digital technology also helps students develop skills relevant to the digital era, such as digital literacy, critical thinking, and the ability to adapt to changes in technology. In this era, it is important for educators and educational institutions to continue to integrate digital technology with appropriate learning strategies, so that students can take advantage of the potential of this technology to improve their learning."
PEMANFAATAN MEDIA ONLINE SEBAGAI SARANA EDUKASI KESEHATAN PADA REMAJA : TINJAUAN LITERATUR,"The development both technology and internet lead to Industry 4.0 that affect various sector, including education and health sector. The emergence of COVID-19 as pandemic since the end of 2019 has increasingly demanding practice of Education 4.0. This was reinforced by the implementation of health protocols such as wearing mask when leaving the house, diligently washing hands with soap with running water, and physical distancing. As a consequence, mass to conduct direct health education is difficult.Â  The purpose of the study is to provide an overview of the effectiveness of online media to educate adolescents during pandemic COVID-19. This study is a literature review search from electronic database, such as Google Scholar, Springer, and Sciencedirect. Certain inclusion criteria were performed including a keyword of health education through online media. There were 10 articles from electronic database that published from 2014 â€“ 2020. This covered both in Indonesian and English language. WhatsaApp, Google Meet, Zoom, or website are used for intervention. The majority of the literature uses questionnaire, online or offline, to assess the increase in knowledge before and after the intervention. The conclusion indicated the effectiveness of online media in health promotion in increasing knowledge, attitudes, and healthy behavior among adolescents.
Â ",Pengembangan Video Pendidikan Kesehatan Reproduksi Remaja Bagi siswa Sekolah Dasar di Kota Cirebon,"Latar Belakang: Batasan usia remaja berdasarkan WHO adalah 10-19 tahun. Seks pranikah merupakan masalah yang sangat rentan terjadi pada remaja. Faktor penyebab munculnya perilaku seksual adalah kurangnya pengetahuan tentang kesehatan reproduksi. Pemberian pendidikan kesehatan reproduksi pada remaja sangat penting, Berbagai penelitian telah merekomendasikan pentingnya pendidikan kesehatan reproduksi sejak dini.Tujuan: melakukan pengembangan video pendidikan kesehatan reproduksi remaja bagi siswa Sekolah Dasar di Kota CirebonMetode: Metode yang digunakan adalah metode penelitian dan pengembangan (research and development), dengan jenis data kuantitatif dan kualitatif. Subjek penelitian ini subjek ahli/ pakar (psikolog, petugas UKS, dosen Kesehatan Reproduksi, ahli informasi dan teknologi).  Penelitian ini menggunakan instrumen berupa kuesioner dan 3 buah video. Analisis data meliputi univariabel dalam bentuk distribusi frekuensi. Data kualitatif dianalisis dengan content analysis.Hasil dan Pembahasan: hasil analisis uji kelayakan video pendidikan kesehatan reproduksi pada siswa SD menurut psikolog, petugas UKS, dosen kespro dan ahli media adalah layak digunakan sebagai media pembelajaran kesehatan reproduksi remajaKesimpulan : video pendidikan kesehatan reproduksi pada siswa SD menurut psikolog, petugas UKS, dosen kespro dan ahli media adalah layak digunakan sebagai media pembelajaran kesehatan reproduksi remaja"
Pentingnya Pendidikan Karakter Dalam Menghadapi Teknologi Pendidikan Abad 21,"Perkembangan teknologi dan informasi yang semakin Pesat membawa banyak dampak diberbagai bidang, maraknya teknologi informasi dan komunikasi telah banyak mengubah gaya hidup manusia. semakin berkembanynya teknologi dan informasi mulai dari alat transportasi sampai dengan alat eketronik menjadikan manusia semakin mudah dalam menyelesaikan tugasnya, yang kemudian dalam perkembangannya disebut sebagai era abad 21. banyak dampak yang ditimbulkan dengan munculnya abad 21 tidak terkecuali dibidang pendidikan yang secara umum lebih dikenal dengan istilah Education Technology The 21st Century atau pendidikan abad 21. dampak paling terlihat pada pendidikan karakter yang telah dilaksanakan diberbagai elemen lembaga pendidikan seperti SD, SMP, SMA atau yang sederajat. hal ini terkait dengan pola pikir, pola hidup dan pola tidak tanduk yang mulai bergeser dari nilai nilai pendidikan karakter. akibat yang ditimbulkan seperti pergaulan bebas yang menjerumus kepada perilaku sex bebas, pelecehan sexsual, tidakan kejahatan, dan masih banyak lagi. Tetapi dari dampak negatif yang dimunculkan ternyata dengan keberadaan abad 21 ini juga memberikan banyak pengajaran tentang ilmu pengetahuan dan segala yang melingkupinya sehingga menjadikan peluang bagi generasi bangas untuk kreatif dan inovatif. Dari Sejumlah tantangan dan peluang harus dihadapi peserta didik dan guru agar dapat bertahan dan siap menghadapi abad pengetahuan di era informasi atau pada abad 21 ini.",PENGARUH EDUKASI TENTANG KESEHATAN REPRODUKSI REMAJA MELALUI MEDIA LEAFLET TERHADAP PENGETAHUAN DAN SIKAP SEKSUAL PRANIKAH DI SMKS MUTIARA BANGSA PURWAKARTA,"Remaja mengalami perubahan fisik dan hormonal yang menyebabkan mulai timbulnya dorongan seksual. Timbulnya dorongan seksual dapat memicu remaja untuk melakukan aktivitas seksual termasuk seks pranikah. Pencegahan seks pranikah dapat melalui pendidikan kesehatan untuk meningkatkan pengetahuan dan sikap remaja. Pendidikan kesehatan melalui Leaflet dapat dimanfaatkan sebagai media untuk menyebarkan informasi kesehatan kepada remaja. Penelitian ini bertujuan untuk mengetahui pengaruh pendidikan kesehatan melalui Leaflet mengenai Kesehatan Reproduksi terhadap pengetahuan dan sikap remaja di SMKS Mutiara Bangsa Purwakarta. Penelitian ini adalah penelitian pre-experiment dengan rancangan penelitian pretest-posttest one group design. Sampel dari penelitian ini dipilih dengan menggunakan proportionate stratified random sampling. Sampel pada penelitian ini sebanyak 30 orang yang diberikan berupa pesan pendidikan kesehatan melalui Leaflet sebanyak tiga kali dalam seminggu selama dua minggu. Uji statistik yang digunakan pada penelitian ini yaitu uji t-test berpasangan dan uji Wilcoxon. Hasil uji statistik menunjukkan terdapat perbedaan pengetahuan (p < 0,001) dan sikap (p = 0,001) sebelum dan sesudah intervensi. Pemberian pendidikan kesehatan melalui Leaflet berpengaruh terhadap pengetahuan dan sikap remaja mengenai pencegahan seks pranikah di SMKS Mutiara Bangsa Purwakarta. 
Kata kunci: pendidikan kesehatan; pengetahuan; remaja, seks pranikah; sikap; Leaflet"
PERAN MAHASISWA DALAM MEMBANTU ADAPTASI TEKNOLOGI TERHADAP GURU PADA PROGRAM KAMPUS MENGAJAR 1 DI SD PELITA BANGSA SURABAYA,"Penelitian ini dilakukan bertujuan untuk menjelaskan mengenai peran mahasiswa dalam membantu adaptasi teknologi terhadap guru pada program Kampus Mengajar 1 di SD Pelita Bangsa Surabaya.  Metode yang digunakan untuk penelitian ini yakni metode kualitatif  dengan pendekatan naratif. Penelitian ini mendeskripsikan mengenai peran mahasiswa dalam adaptasi teknologi dalam program kampus mengajar di SD Pelita Bangsa Surabaya dari pengalaman mahasiswa. Hasil penelitian ini dilakukan untuk menjelaskan bahwa peran mahasiswa dapat membantu guru dalam pembelajaran dan administrasi terutama pada adaptasi teknologi terutama dimasa pandemi. Hasil observasi  menunujukan bahwa pemanfaatan teknologi yang dilakukan oleh guru belum beragam. Hasil wawancara menunjukkan bahwa mahasiswa sangat membantu dalam adaptasi teknologi karena dapat memperluas pengetahuan mengenai teknologi dan dapat membantu perkembangan sekolah. Hasil dokumentasi menujukkan mahasiswa telah melakukan kegiatan adaptasi teknologi pada saat program Kampus Mengajar. Pada perubahan sistem pendidikan saat ini membuat masalah baru yang akan dihadapi sekolah terutama para guru yang berkaitan dengan kompetensi dalam penggunaan teknologi untuk pelaksanaan kegiatan belajar-mengajar. Penelitan ini berdasarkan permasalahan yang dialami guru karena pemahaman mengenai teknologi masih cukup dalam mengoperasikan atau penggunaannya. Hadirnya mahasiswa membantu mengatasi permasalahan dan meberikan solusi yang praktis untuk sekolah terutama untuk guru dalam membuka wawasan baru sekaligus memberikan pengalaman baru kepada mahasiswa. 
 ",Implementasi Merdeka Belajar Kampus Merdeka (MBKM) pada Fakultas Kesehatan dan Non Kesehatan,"Merdeka Belajar Kampus Merdeka (MBKM) merupakan kebijakan yang memberikan hak belajar tiga semester di luar program studi bagi mahasiswa. Akan tetapi dalam implementasinya, ada batasan antara fakultas bidang kesehatan dan non kesehatan. Unusa merupakan perguruan tinggi yang memiliki fakultas, baik bidang kesehatan dan non kesehatan. Penelitian ini bertujuan untuk menganalisis implementasi MBKM pada fakultas kesehatan dan non kesehatan. Penelitian menggunakan analitik dengan metode survei dengan responden mahasiswa Unusa sejumlah 3381. Data dikumpulkan dengan kuesioner dan dianalisis secara deskriptif dengan mengetahui distribusi frekuensi. Hasil penelitian menunjukkan bahwa sebesar 84,06 % responden dari fakultas kesehatan dan 92,80 % responden dari fakultas non kesehatan berpendapat bahwa Unusa sudah memiliki program serupa MBKM. Adapun kegiatan tersebut meliputi asistensi mengajar, kegiatan wirausaha, membangun desa, penelitian, pertukaran pelajar, proyek kemanusiaan, dan studi/proyek independen. Magang menjadi program MBKM yang paling diminati. Sebesar 76, 22 % dari mahasiswa Fakultas Kesehatan dan 88, 88 % dari mahasiswa fakultas non kesehatan menyatakan bahwa MBKM sangat bermanfaat untuk mengembangkan pengetahuan dan keterampilan sebagai bekal setelah lulus."
GAMBARAN ANALISIS PEMBANGUNAN KESEHATAN DI INDONESIA PADA MASA PANDEMI COVID-19,"Pembangunan nasional secara optimal dapat tercapai apabila pembangunan kesehatan dapat terwujud. Hubungan keduanya sangat jelas dalam pelaksanaan pembangunan nasional karena masyarakat yang sehat dapat memiliki pendidikan yang lebih baik, produktivitas tenaga kerja yang lebih tinggi, pendapatan dan tabungan yang lebih baik, perilaku dan kondisi hidup yang lebih sehat, serta stabilitas sosial yang lebih stabil. Pembangunan kesehatan di Indonesia harus menjadi prioritas agar pembangunan nasional berhasil. Pembangunan nasional yang tidak memperhatikan pembangunan kesehatan, memiliki tingkat keberhasilan yang lebih rendah dibandingkan dengan pembangunan nasional yang memperhatikan kesehatan. Dalam pelaksanaannya, pembangunan kesehatan di Indonesia yang dimuat dalam RPJMN 2020-2024 menghadapi berbagai tantangan yang dapat mengancam kondisi kesehatan masyarakat, terlebih lagi saat masa pandemi Covid-19. Penelitian ini bertujuan untuk mengetahui gambaran pembangunan kesehatan di Indonesia dalam RPJMN 2020-2024 pada masa pandemi Covid-19. Manuskrip ini disusun dengan menggunakan metode penelitian studi literatur (literature review) dengan mengumpulkan data dari berbagai artikel jurnal, textbook, website dan regulasi terkait pembangunan kesehatan di Indonesia selama masa pandemi Covid-19. Situasi pandemi COVID-19 telah berdampak parah pada semua bidang kehidupan, salah satunya bidang kesehatan. Kehadiran pandemi Covid-19 meningkatkan risiko masalah kesehatan yang ada, sebab tertundanya pelaksanaan pencapaian target dalam pembangunan kesehatan di Indonesia seperti masalah kesehatan ibu dan anak, masalah gizi masyarakat, pencegahan dan pengendalian penyakit, serta penguatan sistem kesehatan. Oleh karena itu, diperlukan rencana pendukung agar RPJMN 2020-2024 dapat berjalan sesuai dengan tujuan yang direncanakan.",MANFAAT TEKNOLOGI DALAM PENDIDIDKAN AGAMA ISLAM,"Islamic Religious Education is a subject which in Indonesia has been given from an early age to students. The reason for giving Islamic Religious Education subjects is to introduce Islamic teachings and instill positive values ​​for students in accordance with the guidance of the Qur'an and Al-Hadith. Educators have a noble goal in delivering Islamic Religious Education subjects, namely educators not only want to share knowledge about the world, but educators also want to share knowledge of the world and provide provisions for the hereafter to their students. However, as time goes by, educators are required to always keep up with the times, which aims to make improvements and improve the quality of education itself. So that in implementing this strategy, educators are expected to be able to understand and apply existing technological developments in learning activities. This is because in this era of modernization, the role of technology is very much needed because with technology we are able to carry out various activities more easily, especially in terms of education."
Pelatihan Kader Kesehatan dan Aplikasi Edukasi Faktor Risiko Penyakit Tidak Menular,"Kader kesehatan merupakan anggota masyarakat yang berperan dalam bidang kesehatan agar masyarakat memiliki kesadaran untuk hidup sehat dan bersih. Pola hidup sehat merupakan upaya dalam menurunkan faktor risiko penyakit tidak menular (PTM).  Kader kesehatan juga perlu memberikan edukasi kepada masyarakat. Untuk bisa menjalankan itu, kader kesehatan perlu mendapatkan pelatihan dan pendampingan dalam pelaksanaan edukasi kesehatan mengenai faktor risiko penyakit tidak menular. Tujuan kegiatan ini adalah untuk meningkatkan pengetahuan kader kesehatan melalui pelatihan dan pendampingan dalam memberikan edukasi kesehatan kepada masyarakat. Metode. Tahapan kegiatan ini terdiri dari pertama: persiapan meliputi pembuatan modul, perizinan pelaksanaan kegiatan, skrening kesehatan, pertemuan awal dengan kader kesehatan, Tahap kedua: Pelaksanaan pelatihan, hari pertama pemberian modul dan penjelasan isi modul, dilakukan pretest dan posttest. Hari kedua dilakukan simulasi edukasi kesehatan dengan media flipchart. Tahap ketiga: aplikasi edukasi kesehatan kepada masyarakat  yang memiliki satu atau lebih faktor risiko penyakit tidak menular. Tahap ini dilakulan pengisian kuesioner tsebelum dan sesudah dilakukan edukasi kesehatan. Hasil.  Berdasarkan hasil kegiatan ini, untuk kegiatan pelatihan, rata-rata pengetahuan kader sebelum pelatihan adalah 56% dan meningkat menjadi 83,3% setelah pelatihan. Nilai rata-rata untuk simulai adalah 76,67 (baik). Untuk pengetahuan masyarakat dari 5 indikator yang nilai, 4 menunjukkan adanya perbedaan pengetahuan sebelum dan sesudah diberikan edukasi oleh kader kesehatan, hanya 1 yang tidak menunjukkan perbedaan.Simpulan. Kegiatan ini menunjukkan adanya peningkatan pengetahuan kader setelah diberikan pelatihan dan adanya pengaruh edukasi yang diberikan kader kesehatan terhadap pengetahuan masyarakat. Kedepannya kegiatan seperti ini perlu ditingkatkan lagi dan bisa mendorong terbentuknya posbintu PTM di wilayah kegiatan ini.Kata kunci : Edukasi Kesehatan, Pelatihan Kader Kesehatan, Penyakit tidak menular",Analisa Peran UMKM Terhadap Perkembangan Ekonomi di Indonesia,"Small and Medium Enterprises (SMEs) are productive businesses owned by individuals or single business entities and qualify as micro-enterprises. SMEs are businesses that operate independently and have no direct or indirect links to medium or large-scale companies. This study aims to determine the role of SMEs in participating in building the Indonesian economy. The research method used is the Literature review research method which is carried out by searching, collecting, and analyzing data sources from various previously published scientific works. From the results of this study, SMEs in Indonesia play a very important role in the economy, functioning as job providers, supporters of local products, and significant contributors to GDP. As well as being a supporter of the stability of the Indonesian economy. SMEs also experienced development from 2020 - 2023. Where when Indonesia experienced the Covid-19 pandemic, the economy that occurred this year decreased drastically so that several SMEs suffered losses. But in 2021 the Indonesian economy began to experience a slow increase. 
  
 "
Pendidikan Tentang Hipertensi Dan Pelatihan Menggunakan Alat Tensimeter Digital Bagi Kader Kesehatan Desa Sungai Rangas Tengah,Pendahuluan: Hipertensi masih menjadi penyakit yang banyak diderita oleh masyarakat. Penderita hipertensi harus meminum obat secara rutin setiap hari. Salah satu cara untuk mengendalikan kepatuhan minum obat dan kontrol kesehatan penderita hipertensi adalah dengan memaksimalkan peran Kader kesehatan. Kader kesehatan memiliki peran sebagai penyuluh kesehatan di desa. Kader kesehatan  harus memiliki pengetahuan dan keterampilan yang cukup agar dapat memberikan informasi yang benar sesuai batas kemampuannya.Tujuan: Tujuan dari pengabdian kepada masyarakat ini adalah untuk meningkatkan pengetahuan tentang penyakit hipertensi dan keterampilan menggunakan alat tensimeter digital yang benar kepada kader kesehatan.Metode: Metode yang digunakan adalah metode pembelajaran kooperatif. Kader diberi pendidikan pengetahuan tentang penyakit hipertensi menggunakan media leaflet dan diberi pelatihan menggunakan alat tensimeter digital yang benar. Peserta dari kegiatan adalah kader kesehatan desa Sungai Rangas Tengah.Hasil: Hasil dari kegiatan ini adalah terjadi peningkatan pengetahuan kader kesehatan tentang penyakit hipertensi. Kader kesehatan mampu memahami isi leaflet hipertensi dan mampu menyampaikan kembali maksud dari leaflet hipertensi. Kader kesehatan mampu menggunakan alat tensimeter digital dengan benar setelah mendapatkan pelatihan.Simpulan: Simpulan dari kegiatan ini yaitu kader kesehatan dapat mengedukasi warga menggunakan media leaflet dan mampu menggunakan alat tensimeter digital dengan benar.,"Peran Kesehatan Lingkungan dalam Pencegahan Penyakit Menular pada Remaja di Jakarta: Integrasi Ilmu Lingkungan, Epidemiologi, dan Kebijakan Kesehatan","Penyakit menular terus menjadi tantangan kesehatan global yang berat, dengan remaja sebagai segmen populasi yang sangat rentan. Penelitian ini menyelidiki interaksi yang rumit antara kesehatan lingkungan, epidemiologi, dan kebijakan kesehatan dalam konteks pencegahan penyakit menular di kalangan remaja di Jakarta, Indonesia. Dengan pendekatan penelitian metode campuran, yang menggabungkan survei kuantitatif dan wawancara kualitatif, penelitian ini menyelidiki berbagai dinamika yang membentuk lanskap kesehatan remaja di Jakarta. Temuan ini menggarisbawahi peran penting faktor lingkungan dalam penularan penyakit menular. Polusi udara, kurangnya akses terhadap air bersih, dan sanitasi yang buruk muncul sebagai faktor risiko lingkungan yang signifikan, yang mempengaruhi prevalensi penyakit. Analisis epidemiologi menunjukkan pola yang berbeda, dengan demam berdarah menjadi perhatian utama, terutama selama musim hujan. Kajian terhadap kebijakan kesehatan menunjukkan adanya tantangan dalam pelaksanaannya, yang disebabkan oleh keterbatasan sumber daya dan kesenjangan kesadaran. Studi ini mengadvokasi pendekatan terpadu yang mengakui keterkaitan antara ilmu lingkungan, epidemiologi, dan kebijakan kesehatan. Rekomendasi yang diberikan mencakup peningkatan perencanaan kota, peraturan kualitas udara, infrastruktur kesehatan yang lebih baik, dan pelibatan masyarakat untuk mengoptimalkan efektivitas kebijakan. Dengan mendorong kolaborasi interdisipliner dan penyesuaian kebijakan berbasis bukti, Jakarta dapat mengambil langkah substantif untuk melindungi kesehatan dan kesejahteraan populasi remaja dalam menghadapi penyakit menular. Temuan ini berkontribusi pada wacana yang lebih luas tentang intervensi kesehatan masyarakat yang komprehensif, yang menekankan pentingnya strategi holistik untuk mengatasi tantangan kesehatan yang rumit. Penelitian lebih lanjut dan tindakan kebijakan diperlukan untuk membangun wawasan ini dan meningkatkan hasil kesehatan remaja Jakarta."
Optimasi Transparansi Data dalam Rantai Pasokan melalui Integrasi Teknologi Blockchain,"Dalam rantai pasokan modern, keterbukaan data memiliki peranan penting dalam mendorong kepercayaan mitra dan meningkatkan kerja sama tim. Teknologi blockchain menawarkan potensi untuk memberikan transparansi yang lengkap dalam rantai pasokan. Namun, ada kekhawatiran terkait privasi yang membuat beberapa pelaku pasar enggan mengadopsi blockchain. Penelitian ini bertujuan untuk menyoroti persyaratan dan kesulitan keterbukaan dalam rantai pasokan. Penelitian ini menganalisis sejumlah proyek rantai pasokan yang menggunakan blockchain dalam berbagai cara di platform utama mereka. Kami memeriksa metode dan sumber daya yang digunakan dalam proyek-proyek ini untuk mengatasi tantangan transparansi data. Hasil penelitian menunjukkan bahwa meskipun proyek-proyek tersebut telah berhasil meningkatkan tingkat transparansi dalam rantai pasokan, tetapi peningkatan tambahan masih diperlukan. Hal ini disebabkan oleh permintaan beragam dari mitra-mitra yang membutuhkan keseimbangan antara transparansi data dan opasitas proses untuk menjaga privasi operasional mereka serta membatasi akses ke data sensitif. Tujuan penelitian ini adalah untuk mengidentifikasi dan menganalisis pendekatan yang digunakan dalam proyek rantai pasokan yang mengadopsi blockchain untuk meningkatkan transparansi. Penelitian ini juga bermaksud menyoroti tantangan dan kebutuhan yang harus diatasi untuk mencapai keseimbangan yang tepat antara transparansi dan privasi dalam rantai pasokan. Dalam penelitian ini, menyimpulkan bahwa meskipun blockchain memiliki potensi besar untuk memberikan transparansi dalam rantai pasokan, tetapi tantangan terkait privasi masih menjadi hambatan. Untuk mencapai kesuksesan penuh, perlu ada pengembangan lebih lanjut dalam hal mengatur akses data sensitif, menjaga privasi operasional mitra, dan memenuhi persyaratan yang beragam dari para pemangku kepentingan dalam rantai pasokan. Dengan demikian, langkah-langkah tambahan perlu diambil untuk mencapai keseimbangan yang tepat antara transparansi data dan privasi.",Media Pembelajaran Berbasis Teknologi: Apakah Memiliki Pengaruh terhadap Peningkatan Kreativitas pada Anak Usia Dini?,"Penelitian ini bertujuan untuk mengeksplorasi pengaruh positif media pembelajaran berbasis teknologi terhadap peningkatan kreativitas anak usia dini. Metode penelitian menggunakan studi literatur dengan fokus pada analisis berbagai pendekatan pembelajaran berbasis teknologi yang telah diterapkan dalam pendidikan anak usia dini. Hasil penelitian menunjukkan kontribusi signifikan media pembelajaran berbasis teknologi dalam merangsang kreativitas anak melalui elemen visual, interaktivitas, dan keterlibatan personal. Implikasi penelitian ini adalah pentingnya pengembangan kurikulum yang mengintegrasikan teknologi dengan metode tradisional, serta peran guru dalam mendukung pemanfaatan media pembelajaran. Simpulan penelitian menyoroti bahwa penggunaan bijak media pembelajaran berbasis teknologi dapat membentuk fondasi kuat untuk perkembangan kreativitas anak usia dini."
