title1,abstract1,title2,abstract2,cosine_similarity,calibrated_similarity
MANFAAT TEKNOLOGI INFORMASI DAN KOMUNIKASI DI MASA PANDEMI COVID 19,"Banyak dari masyarakat menerima begitu saja teknologi informasi dan komunikasi modern yang bahkan tidak dapat diakses beberapa dekade lalu. Inovasi-inovasi teknologi informasi dan komunikasi ini, telah lama dianggap sebagai hal sepele, tidak penting, selama masa tenang kini menjadi sangat diperlukan dalam menghadapi pandemi COVID-19. Sekarang telah ada berbagai teknologi digital yang dapat digunakan untuk menambah dan meningkatkan strategi pekerjaan, pembelajaraan dan kesehatan masyarakat. Selama pandemi COVID-19, teknologi memainkan peran penting dalam menjaga kegiatan masyarakat tetap berfungsi pada saat Pembatasan Sosial Berskala Besar (PSBB). Tujuan dari penelitian ini adalah untuk mengetahui bagaimana masyarakat memanfaatkan teknologi informasi dan komunikasi sebagai media untuk meneruskan kegiatan yang tidak dapat dilakukan secara tatap muka dan teknologi yang dapat dimanfaatkan untuk kegiatan medis selama pandemi COVID-19. Metode penelitian ini dipaparkan secara deskriptif kualitatif. Penulis menggunakan teknik pengumpulan data observasi. Hasil yang diperoleh dari penelitian ini masyarakat memanfaatkan teknologi informasi dan komunikasi untuk kegiatan Work From Home, School From Home dan kepentingan informasi untuk Medis.Â Disimpulkan bahwa masyarakatÂ memanfaatkan saja teknologi informasi dan komunikasi untuk tetap melaksanakan kegiatan karena fasilitas dan fitur dari saja teknologi informasi dan komunikasi yang memilikiÂ keunggulan dan kemudahan untuk dipergunakan oleh berbagai kalangan masyarakat.","FAKTOR-FAKTOR YANG MEMPENGARUHI KEAMANAN SISTEM INFORMASI: KEAMANAN INFORMASI, TEKNOLOGI INFORMASI DAN NETWORK (LITERATURE REVIEW SIM)","Keamanan informasi menggambarkan usaha untuk melindungi komputer dan non peralatan komputer, fasilitas, data, dan informasi dari penyalahgunaan oleh orang yang tidak bertanggung jawab. Keamanan informasi dimaksudkan untuk mencapai kerahasiaan, ketersediaan, dan integritas di dalam sumber daya informasi dalam suatu perusahaan. Keamanan Sistem informasi terdiri atas perlindungan harian, yang disebut keamanan informasi (information security) dan persiapan-persiapan operasional. Tujuan penulisan artikel ini guna membangun hipotesis pengaruh antar variabel untuk digunakan pada riset selanjutnya.Â Hasil artikel literature review ini adalah:Â  1) Keamanan InformasiÂ  berpengaruh terhadap Keamanan Sistem Informasi; 2) Teknologi Informasi berpengaruh terhadap Keamanan Sistem Informasi; dan 3) Network berpengaruh terhadap Keamanan Sistem Informasi.",0.83,0.28
Analisis Tingkat Kesehatan Bank Syariah di Indonesia 2015-2020,"Penelitian ini bertujuan untuk mengetahui tingkat kesehatan Bank Umum Syariah (BUS) di Indonesia dengan metode Risk Based Bank Rating (RBBR) atau yang lebih dikenal sebagai metode RGEC, mencakup Risk Profile, Earning dan Capital BUS di Indonesia 2015-2020. Jenis penelitian yang digunakan adalah penelitian deskriptif dengan pendekatan Kualitatif. Hasil penelitian menunjukkan bahwa, rata-rata rasio NPF BUS 2015-2020 sebesar 3,99 % menunjukkan bahwa BUS dalam predikat Sehat. Semakin kecil NPF maka bank semakin sehat. Rata-rata rasio ROA BUS 2015-2020 sebesar 1,03 % menunjukkan bahwa BUS dalam predikat cukup sehat. Semakin besar ROA maka bank semakin sehat. Dan rata-rata rasio CAR BUS 2015-2020 sebesar 18,73 % menunjukkan bahwa BUS dalam predikat sangat sehat. Semakin besar CAR maka bank semakin sehat. Fakta tersebut menunjukkan bahwa kinerja BUS di Indonesia perlu ditingkatkan agar keuntungan (ROA) yang diperoleh semakin maksimal.",PENDIDIKAN KESEHATAN TENTANG COVID-19 BERPENGARUH TERHADAP PENGETAHUAN DALAM MENJALANKAN PROTOKOL KESEHATAN,"Covid-19 telah menginfeksi warga dunia di berbagai negara tak terkecuali Indonesia. Tingginya angka penularan kasus Covid-19 di Indonesia yang masih terjadi disebabkan oleh berbagai permasalahan. Permasalahan-permasalahan tersebut khususnya banyak ditemukan dikalangan masyarakat. Salah satunya adalah masih minimnya rasa kepedulian, kesadaran, dan pengetahuan masyarakat tentang ancaman pandemi Covid- 19. Hal ini tentu sangat berpotensi memperluas penyebaran Covid-19 dimasyarakat. Sehingga upaya pendidikan kesehatan di masyarakat perlu dioptimalkan dan dilakukan secara berkelanjutan guna meningkatkan kesadaran masyarakat agar dapat meningkatkan pengetahuan serta mengubah sikap dan perilaku masyarakat menjadi lebih sehat dan benar. Penelitian ini bertujuan untuk mengetahui pengaruh pendidikan kesehatan tentang Covid-19 terhadap pengetahuan dalam menjalankan protokol kesehatan. Penelitian ini adalah penelitian kuantitatif dengan rancangan preeksperimental. Pengambilan sampel menggunakan teknik total sampling dengan jumlah 35 orang. Instrumen yang digunakan yaitu kuesioner pengetahua dalam menjalankan protokol kesehatan. Uji analisis yang digunakan adalah Wilcoxon. Hasil penelitian menunjukkan bahwa Pengetahuan ibu dalam menjalankan protokol kesehatan sebelum diberikan pendidikan kesehatan mayoritas telah berada pada kategori baik yaitu sebanyak 22 responden (62,9%). Sedangkan pengetahuan ibu dalam menjalankan protokol kesehatan setelah diberikan pendidikan kesehatan semuanya memiliki tingkat pengetahuan yang baik sebanyak 35 responden (100%).Sehingga dari hasil penelitian ini dapat disimpulkan bahwa ada pengaruh Pendidikan Kesehatan tentang Covid-19 terhadap pengetahuan dalam menjalankan protokol kesehatan. Dengan demikian sebaiknya masyarakat tetap menjaga protocol kesehatan dan rutin mengikuti pendidikan kesehatan terkait Covid-19 walaupun pandemi telah berlalu sebagai bentuk update informasi dan upaya dalam pencegahan penularan Covid-19 di era new normal.",0.76,0.23
Asuhan Keperawatan Keluarga Dengan Masalah Kesehatan Lingkungan,"Untuk mewujudkan derajat kesehatan yang optimal bagi masyarakat, diselenggarakan dengan pendekatan pemeliharaan, peningkatan kesehatan (Promotif), pencegahan penyakit (Preventif), penyembuhan penyakit (Kuratif) dan pemulihan kesehatan (Rehabilitatif) yang dilaksanakan secara menyeluruh, terpadu dan berkesinambungan yang memungkinkan setiap orang untuk hidup produktif secara social dan produktif . Tujuan penelitian ini adalah untuk memperoleh gambaran nyata tentang pelaksanaan asuhan keperawatan keluarga dengan masalah lingkungan yang tidak memenuhi syarat kesehatan di Wilayah Kerja Puskesmas dan juga memperoleh pengalaman nyata dalam pengkajian, Diagnose keperawatan, Perencanaan (Intervensi), Pelaksanaan (Implementasi), Penilaian (Evaluasi) keperawatan keluarga dengan masalah SPAL, Sampah dan kandang yang tidak memenuhi syarat kesehatan di Wilayah Kerja Puskesmas. Adapun metode yang digunakan adalah Studi kasus dengan menggunakan pendekatan proses keperawatan keluarga yang meliputi pengkajian, perencanaan, pelaksanaan tindakan dan evaluasi serta pendokumentasian.",Studi Literatur Pemanfaatan Teknologi Chat GPT dalam Pendidikan,"Tujuan penelitian adalah menganalisis perkembangan publikasi terkait pemanfaatan teknologi GPT Chat dalam bidang pendidikan. Metode penelitian yang digunakan adalah studi pustaka dengan analisis bibliometrik. Sebanyak 919 artikel digunakan dari basis data Google Scholar. Hasil publikasi penelitian pemanfaatan teknologi GPT Chat dalam bidang pendidikan mengalami peningkatan dari tahun ke tahun pada periode 2018-2022. Presentasi perkembangan penelitian diketahui tahun 2018 yaitu 1%, 2019 4%, 2020 17%, 2021 33%, dan 2022 45%. Terdapat 6 klaster yaitu klaster 1 (15 item), klaster 2 (14 item), klaster 3 (13 item), klaster 4 (12 item), klaster 5 (10 item), dan klaster 6 (6 item). Pemetaan jaringan penelitian GPT Chat pada bidang pendidikan topik yang sering diteliti adalah GPT, Sistem dan Chatbot, sedangkan topik yang menjadi tema baru adalah Xlnet, Elmo, NLP, Deep Learning, dan Dialog Response Generation, sehingga kata kunci dengan tema baru tersebut dapat dijadikan acuan dalam melakukan penelitian selanjutnya.",0.81,0.23
PERBEDAAN PENGETAHUAN REMAJA PUTRI SEBELUM DAN SESUDAH DIBERIKAN PENDIDIKAN KESEHATAN TENTANG DISMENORE PADA SISWI SMP ISLAM SUDIRMAN BANYUBIRU,"Pada umumnya remaja sering mengalami dismenore yang disebabkan oleh kontraksi rahim akibat ada rangsangan oleh prostaglandin. Beberapa remaja putri yang mengalami dismenore dapat mengatasinya, bahkan ada yang hanya dibiarkan saja karena masih kurangnya memperoleh informasi mengenai dismenore. Pendidikan kesehatan terutama tentang dismenore belum banyak dilakukan di Indonesia dan tidak tercakup dalam kurikulum sekolah. Upaya untuk meningkatkan pengetahuan bisa melalui pendidikan kesehatan. Penelitian ini merupakan penelitian kuantitatif, desain dari penelitian ini menggunakan Quasi Experiment Design yang berbentuk rancangan One Group Pre-Post Test. Populasi dan sampel peneltian ini berjumlah 36 orang dan Teknik sampling yang digunakan adalah total sampling, sampel sama dengan jumlah populasi. Instrumen yang digunakan adalah kuesioner dan juga video pembelajaran tentang dismenore. Hasil yang didapatkan nilai rata-rata sebelum diberikan pendidikan kesehatan yaitu, 11,17 dan nilai rata rata sesudah diberikan sebesar 17,58. Diperoleh hasil uji Paired T test sig (2-tailed) P < 0,000 / (0,05) maka didapatkan Perbedaan Pengetahuan Remaja Putri Sebelum Dan Sesudah Diberikan Pendidikan Kesehatan Tentang Dismenore. Kesimpulan dalam penelitian ini yaitu terdapat perbedaan yang signifikan terhadap pengetahuan Remaja Putri Sebelum dan Sesudah diberikan Pendidikan Kesehatan tentang Dismenore Pada Siswi SMP Islam Sudirman Banyubiru.",Gambaran Kesehatan Mental Emosional Remaja,"Masa remaja merupakan masa dari anak-anak menuju dewasa. Hal ini berdampak pada berbagai masalah kesehatan jiwa pada remaja seperti masalah mental emosianal, masalah dengan orang tua dan teman, kecemasan dan depresi sehingga perlunya identifikasi masalah kesehatan jiwa remaja melalui deteksi dini. Penelitian bertujuan mengidentifikasi status kesehatan mental emosional remaja. Data dianalisis dengan analisis deskriptif. Populasi dan sampel penelitian ini adalah siswa Sekolah Menengah Pertama di Kota Pontianak yang berjumlah 478 orang. Alat pengumpulan data menggunakan kuesioner Strength and Difficult Questionaire-SDQ. Hasil penelitian menunjukkan mayoritas remaja memiliki masalah perilaku normal (62,1%), masalah emosi normal (92,9 %), masalah teman sebaya normal (54,4%), dan kemampuan prososial normal (83,5%). Hasil penelitian ini dapat menjadi dasar dalam pengembangan upaya kegiatan peningkatan dan pencegahan masalah kesehatan jiwa remaja.",0.88,0.35
Upaya meningkatkan derajat kesehatan melalui perilaku hidup bersih dan sehat di lingkungan masyarakat,"Penerapan perilaku hidup bersih dan sehat di masyarakat masih rendah karena kurangnya sosialisasi terkait manfaat dan resiko bila tidak menerapkan perilaku hidup bersih dan sehat dalam kehidupan sehari-hari, karena rendahnya sosialisasi perilaku hidup bersih dan sehat dan kurangnya pengetahuan masyarakat, maka kemauan masyarakat dalam penerapan juga rendah yang berakibat kepada kesehatan masyarakat yang terganggu. Upaya meningkatkan derajat kesehatan ini bertujuan untuk memberdayakan masyarakat, meningkatkan, melindungi dan memelihara kesehatan sehingga sadar, mau dan mampu secara mandiri ikut terlibat aktif dalam penerapan perilaku hidup bersih dan sehat. Keberhasilan akan pelaksanaan pembangunan kesehatan masyarakat yang bertujuan untuk meningkatkan kualitas kesehatan masyarakat tidak bisa lepas dari berbagai dukungan dan peran aktif yang dilakukan oleh seluruh masyarakat. Metode yang dilakukan dalam penelitian ini menggunakan studi literatur. Metode ini memanfaatkan pengumpulan data dengan pengumpulan dari jurnal-jurnal penelitian terdahulu yang telah diteliti dari pihak-pihak lain.",Peran inovasi dalam pembangunan ekonomi dan pendidikan menuju visi Indonesia Maju 2045,"Artikel ini mengeksplorasi peran kritis inovasi dalam pembangunan ekonomi dan pendidikan di Indonesia, dengan fokus pada pencapaian visi ""Indonesia Maju 2045"". Penelitian ini menggunakan pendekatan analisis komprehensif untuk mengkaji kebijakan saat ini dan menelusuri studi kasus pada beberapa inisiatif sukses yang melibatkan penerapan inovasi dalam sektor-sektor seperti fintech, edutech, dan ekonomi digital. Hasil dari penelitian ini menunjukkan bahwa inovasi teknologi, termasuk digitalisasi dan penggunaan AI, serta reformasi pendidikan yang adaptif, memegang peranan penting dalam mempercepat pertumbuhan ekonomi dan meningkatkan kualitas pendidikan. Artikel ini memberikan wawasan tentang bagaimana berbagai model inovasi yang telah diimplementasikan di negara berkembang dapat diadaptasi untuk mengatasi tantangan lokal dan memacu pertumbuhan sosial dan ekonomi di Indonesia. Selain itu, penelitian ini juga menekankan pentingnya kolaborasi antara pemerintah, industri, dan institusi pendidikan dalam menciptakan ekosistem inovasi yang berkelanjutan dan inklusif.",0.77,0.23
PELATIHAN DIGITAL MARKETING DALAM UPAYA PENGEMBANGAN USAHA BERBASIS TEKNOLOGI PADA UMKM DI DESA SAYANG KECAMATAN JATINANGOR,"Salah satu permasalahan yang dihadapi oleh UMKM di Desa Sayang adalah masalah pemasaran dan keterampilan menggunakan teknologi. UMKM di Desa Sayang memerlukan pengembangan usaha berbasis teknologi sehingga dapat bersaing dengan usaha-usaha baru yang bersifat online. Tujuan dari penulisan paper ini adalah 1) Mengidentifikasi penggunaan media pemasaran pada UMKM di Desa Sayang Kecamatan Jatinangor 2) Menggambarkan upaya pengembangan usaha berbasis teknologi pada UMKM Desa Sayang Kecamatan Jatinangor melalui pelatihan digital marketing. Metode yang digunakan dalam identifikasi penggunaan media pemasaran adalah dengan observasi, wawancara, penyebaran kuisioner dan FGD. Metode yang digunakan dalam upaya pengembangan usaha berbasis teknologi adalah metode pendidikan masyarakat dan pelatihan. Materi-materi dalam upaya pengembangan usaha berbasis teknologi pada UMKM Desa Sayang melalui pelatihan digital marketing meliputi : 1) Menumbuhan jiwa kewirausahaan dan memberikan insipirasi dari keberhasilan bisnis online, 2) Sharing session, 3) Pelatihan digital marketing (menggunakan grab food dan go food). Hasil identifikasi menunjukkan bahwa banyak UMKM di Desa Sayang menggunakan teknologi sederhana dalam pemasaran, yaitu didominasi dengan media Whatsapp dan Facebook. Bahkan masih banyak UMKM yang menjalankan usahanya secara offline tanpa bantuan teknologi. Hasil evaluasi dari kegiatan pelatihan digital marketing menunjukkan bahwa kegiatan ini mendapatkan tanggapan yang positif, dinilai dapat memberikan wawasan dan ilmu, dan memberikan inspirasi. Hampir seluruh pelaku usaha ingin mempraktekan bisnis online ini dalam pengembangan usahanya.",Transformasi Digital: Teknologi Cloud Computing dalam Efisiensi Akuntansi,"Perkembangan teknologi yang cepat di era globalisasi saat ini telah memberikan sejumlah manfaat signifikan dalam berbagai aspek kehidupan, termasuk dalam bisnis. Dengan tingkat inovasi yang tinggi, perusahaan-perusahaan baru dan teknologi baru muncul dan berubah dengan cepat seiring perkembangan waktu. Kondisi ini mendorong perusahaan untuk terus beradaptasi, dan salah satu bentuk adaptasi yang paling tepat adalah melalui transformasi digital. Transformasi digital mampu meningkatkan kinerja perusahaan, mengubah secara mendasar cara bisnis dilakukan, mulai dari skala menengah hingga bisnis besar. Selain itu, proses transformasi digital memberikan perusahaan pandangan baru dalam pengelolaan, mengoptimalkan operasional, dan memperbaiki model bisnis agar lebih efisien. Melalui transformasi digital, perusahaan memperoleh kemampuan untuk berinovasi, memanfaatkan teknologi terkini, dan merespon perubahan pasar dengan lebih cepat. Sehingga menciptakan peluang baru untuk meningkatkan efisiensi operasional, meningkatkan daya saing, dan menyesuaikan model bisnis agar sesuai dengan tuntutan pasar yang terus berubah. Teknologi could computing merupakan salah satu alat strategis dalam transformasi digital. Dimana could computing adalah model pengelolaan sumber daya komputasi yang memungkinkan akses cepat dan on-demand ke sumber daya komputasi yang dibagikan. Mencakup penyimpanan data, server, jaringan, basis data, perangkat lunak, analisis data, dan kecerdasan buatan. Penelitian ini dilakukan dengan tujuan untuk mengukur sejauh mana teknologi could computing ini dapat meningkatkan efisiensi proses akuntansi, faktor-faktor yang mempengaruhi adopsi teknologi ini, dan apa saja risiko yang terdapat didalamnya.",0.82,0.23
Literasi Kesehatan Dan Perilaku Mencari Informasi Kesehatan Internet Pada Siswa Sekolah Menengah Atas,"Didorong oleh kemajuan teknologi informasi dan komunikasi, organisasi kesehatan masyarakat menyusun langkah untuk membantu menutup kesenjangan dalam akses informasi kesehatan. Mayoritas masyarakat menggunakan aplikasi kesehatan untuk mengatur perilakunya dalam menjaga dan meningkatkan kesehatan. Penelitian ini bertujuan untuk mengetahui hubungan antara tingkat literasi kesehatan dengan perilaku pencarian kesehatan internet pada siswa SMA. Penelitian ini merupakan studi analitik kuantitatif yang menargetkan siswa SMA, menggunakan kuesioner online HLS-EU-Q-16 ditambah dengan pertanyaan perilaku pencarian kesehatan internet yang telah diterjemahkan dan divalidasi, yang dibagikan secara daring mulai 6 Juli dengan total respon 515 siswa. Lebih dari separuh responden menunjukkan tingkat melek huruf yang cukup tinggi. Tingkat literasi kesehatan mereka memiliki hubungan yang signifikan dengan usia, lokasi sekolah menengah, dan perilaku pencarian kesehatan internet mereka. Profil internet harian responden adalah: pengguna smartphone, memiliki setidaknya satu cara koneksi internet, menggunakan setidaknya satu aplikasi yang berhubungan dengan kesehatan, dan menggunakan internet secara kasar selama 7-12 jam. Mayoritas dari mereka memasang aplikasi informasi kesehatan. Penggunaan data bulanan memengaruhi jenis dan / atau jumlah aplikasi kesehatan yang digunakan. Kemampuan mengakses informasi kesehatan berdampak positif bagi siswa sekolah menengah dalam mencari dan memahami informasi kesehatan yang berkualitas, yang mengarah pada tingkat literasi kesehatan yang mebih tinggi.",Penerapan Sistem Teknologi Pembelajaran dalam Pendidikan Nasional,"Penelitian ini membahas tentang bagaimana penerapan sistem teknologi pembelajaran dalam pendidikan Nasional melalui pendekatan secara universal dan sistematis dalam peningkatan mutu pendidikan nasional. Jenis penelitian adalah penelitian kualitatif dengan menggunakan pendekatan grounded theory, yang mana peneliti bisa menarik generalisasi apa yang diamati/dianalisis secara induktif berdasarkan interaksi dan pandangan partisipan yang diteliti. Hasil dalam penelitian menunjukkan bahwa Teknologi pembelajaran merupakan suatu proses yang kompleks dan integratif yang meliputi manusia, alat dan sistem termasuk di antaranya gagasan, prosedur dan organisasi. Dari waktu ke waktu teknologi pembelajaran mengalami proses sehingga bermetamorfosa menuju penyempurnaan. Yang semula hanya dipandang sebagai alat ke sistem yang lebih luas, dari hanya berorientasi pada praktek menuju ke teori dan praktek, dari produk menuju ke proses dan produk, dan akhirnya melalui perjalanan evolusionernya saat ini teknologi pembelajaran telah menjadi alat atau media yang dapat dimanfaatkan dan digunakan oleh tenaga pendidik dari tingkat pendidikan dasar sampai pendidikan tinggi.",0.82,0.23
Pengujian Black Box Testing pada Aplikasi Action & Strategy Berbasis Android dengan Teknologi Phonegap,"Teknologi Android saat ini telah berkembang menjadi kebutuhan sehari-hari masyarakat dan para pekerja. Oleh karena itu, perlu dibangun sebuah aplikasi action & strategy berbasis Android sebagai media berbagi pengetahuan bagi anggota Brimob untuk meningkatkan kualitas diri masing-masing personel. Namun, untuk mendapatkan hasil yang optimal, perlu dilakukan pengujian secara menyeluruh terhadap antarmuka sistem aplikasi dengan menggunakan black box testing dengan tujuan untuk mengetahui apakah fungsi-fungsi yang ada di dalam aplikasi telah berjalan sesuai dengan tujuannya dan mengevaluasi kesesuaian aplikasi dengan kebutuhan pengguna. Pengujian dilakukan dalam dua tahap. Pengujian pertama dilakukan terhadap fungsi-fungsi aplikasi android secara bersamaan yang dilakukan oleh sejumlah pengguna. Pengujian kedua dilakukan terhadap fungsi-fungsi web administrasi yang dilakukan oleh seorang pengguna. Hasil dari kedua pengujian tersebut tidak menunjukkan adanya kesalahan sistem. Metode yang digunakan untuk melakukan pengujian pada penelitian ini adalah metode kuantitatif.",Peran Guru Dalam Perkembangan Teknologi Pendidikan di Era Digital,"Di abad 21 atau yang lebih dikenal dengan era digital perkembangan teknologi yang semakin pesat berdampak pada perkembangan dunia pendidikan. Hal ini juga tidak lepas dari adanya tantangan guru di era digital yang semakin kompleks dan berat. Kemampuan guru pada era digital harus bisa lebih upgrade dalam penggunaan teknologi dibandingkan peserta didiknya. Sebab, penggunaan teknologi dalam penerapan pembelajaran sangat berguna untuk menunjang pembelajaran yang berkualitas. Di era digital saat ini membutuhkan figure guru yang mampu menghadapi tantangan teknologi dalam pendidikan. Tantangan pendidikan dalam era ini adalah bagaimana mempersiapkan guru yang mampu memanfaatkan teknologi dan meningkatkan kemampuan serta skill yang dimiliki guru dalam menggunakan peralatan teknologi terkini untuk mencapai tujuan pendidikan saat ini. Karena itu, guru sebagai salah satu stakeholder pendidikan mempunyai peran yang sangat penting dalam proses pembelajaran di era digital",0.72,0.23
Peran Teknologi Pendidikan dalam Perspektif Merdeka Belajar di Era 4.0,"Penelitian ini bertujuan untuk mendeskripsikan peran teknologi pendidikan dalam perspektif merdeka belajar di era 4.0. Implementasi penelitian ini tentang bagaimana guru memahami konsep merdeka belajar dalam menerapkan teknologi pendidikan sebagai dasar pembelajaran di era 4.0. Program ini dirancang untuk meningkatkan kemampuan literasi dan numerasi siswa menyusul pencapaian Indonesia di bawah standar dalam penilaian pendidikan global, PISA. Metode penelitian menggunakan teknik analisis deskriptif dengan kajian kepustakaan. Hasil penelitian menjelaskan bahwa teknologi pendidikan sangat berperan dalam program merdeka belajar di era 4.0 dalam meningkatkan kualitas pendidikan. Kondisi ini dapat dilihat dari implementasi kebijakan pokok merdeka belajar yang memberikan kebebasan berinovasi dan kebebasan belajar secara mandiri pada sekolah, guru, dan peserta didik.",EVALUASI EFEKTIVITAS PENGGUNAAN TEKNOLOGI KOMUNIKASI DALAM PENGAJARAN METODE PENDIDIKAN TRADISIONAL DI SEKOLAH DASAR,"Studi ini bertujuan untuk mengevaluasi efektivitas penggunaan teknologi dalam pengajaran metode pendidikan tradisional di sekolah dasar. Penelitian dilakukan dengan melibatkan sejumlah guru dan siswa dari beberapa sekolah dasar yang menerapkan teknologi pendidikan tradisional dalam proses pembelajaran. Metode penelitian yang digunakan adalah campuran antara pendekatan kualitatif dan kuantitatif, dengan mengumpulkan data melalui observasi kelas, wawancara dengan guru, dan kuesioner untuk siswa. Studi ini menunjukkan bahwa penggunaan teknologi dalam pengajaran metode pendidikan tradisional di sekolah dasar dapat meningkatkan efektivitas pembelajaran dan minat siswa. Teknologi dapat memperkaya pengalaman belajar, meningkatkan motivasi siswa, dan memfasilitasi pembelajaran kolaboratif.",0.9,0.4
Peran Teknologi Informasi Dan Komunikasi Dalam Pendidikan,"Penelitian ini bertujuan untuk mengetahui peran teknologi informasi dan komunikasi dalam dunia pendidikan. Teknologi informasi dan komunikasi secara umum bertujuan agar siswa memahami perangkat teknologi informasi dan komunikasi secara umum, termasuk komputer (literasi) dan literasi informasi, yang berarti siswa mengenal istilah-istilah yang digunakan dalam teknologi informasi dan komunikasi. Di dalam Al-Qur'an banyak sekali perintah, pernyataan, anjuran, sindiran dan lain sebagainya yang secara substansial mengaitkan ajaran Islam dengan ilmu pengetahuan dan teknologi. Hasil penelitian ini menemukan bahwa peran teknologi informasi dalam pendidikan, selain membantu siswa dalam belajar juga memiliki peran yang cukup berpengaruh bagi guru terutama dalam penggunaan fasilitas untuk memperkaya kemampuan mengajar, dan Al-Qur'an sebagai petunjuk dan pedoman bagi pengembangan ilmu pengetahuan dan teknologi dalam rangka memperteguh keimanan dan meningkatkan kesejahteraan hidup manusia.",Evaluasi Mutu Pelayanan Kesehatan Terhadap Kepuasan Pasien Di Instalasi Rawat Inap RS Imelda Pekerja Indonesia Medan,"Rumah sakit merupakan bagian integral dari organisasi sosial dan media yang berfungsi memberikan pelayanan kesehatan secara paripurna kepada masyarakat, baik kuratif maupun rehabilitatif, dimana pelayanan rumah sakit menjangkau pelayanan keluarga dan lingkungan. Tujuan penelitian ini adalah untuk menganalisis pengaruh kualitas pelayanan kesehatan terhadap kepuasan pasien di ruang rawat inap Rumah Sakit Imelda Tenaga Kerja Indonesia Medan. 
Desain penelitian yang digunakan dalam penelitian ini adalah survei analitik dengan rancangan cross sectional. Populasi dalam penelitian ini adalah seluruh pasien yang dirawat pada bulan November 2022 sampai dengan Februari 2023 di Ruang Rawat Inap Rumah Sakit Imelda Tenaga Kerja Indonesia Medan yang berjumlah 167 orang. Jumlah sampel yang akan diteliti dari keseluruhan populasi adalah 62 orang. Analisis data dilakukan dengan menggunakan analisis univariat, bivariat dan multivariat. Uji statistik yang digunakan adalah uji chi square dan regresi logistik.
Hasil uji chi square menunjukkan bahwa terdapat pengaruh dari 8 variabel yaitu kompetensi teknis, hubungan antar manusia, efektifitas, efisiensi, kesinambungan, keamanan, hubungan antar manusia dan kenyamanan, yang memiliki nilai p-value 05, artinya kompetensi teknis, hubungan antar manusia, efektivitas, efisiensi, kesinambungan, keamanan, hubungan antar manusia dan kenyamanan berpengaruh terhadap kepuasan pasien di ruang rawat inap Rumah Sakit Tenaga Kerja Indonesia Imelda Medan, dan uji multivariat dengan hasil uji regresi logistik berganda menunjukkan bahwa variabel kompetensi teknis yang paling dominan dengan nilai Odds Ratio (OR) 45,348 artinya 4 kali mempengaruhi kepuasan pasien. 
Kesimpulannya adalah variabel kompetensi teknis yang dominan paling berpengaruh terhadap kepuasan pasien di ruang rawat inap Rumah Sakit Tenaga Kerja Indonesia Imelda Medan. Disarankan kepada pihak rumah sakit untuk membuat kebijakan dalam rangka meningkatkan kompetensi teknis di ruang perawatan sehingga menghasilkan kepuasan pasien yang optimal.",0.82,0.23
Peran Teknologi dalam Transformasi Ekonomi dan Bisnis di Era Digital,"Artikel ini membahas peran teknologi dalam transformasi ekonomi dan bisnis di era digital. Terobosan teknologi seperti kecerdasan buatan, blockchain, dan Internet of Things telah memungkinkan pengembangan model bisnis yang lebih efisien dan inovatif. Dalam artikel ini, dibahas bagaimana teknologi telah mempengaruhi berbagai aspek ekonomi dan bisnis, serta tantangan dan peluang yang dihadapi oleh perusahaan dalam mengadopsi teknologi baru dan mengintegrasikannya ke dalam operasi mereka. Dalam penelitian ini menggunakan metode studi litelatur penggunaan buku, jurnal artikel,dan website resmi. Dengan memberikan gambaran menyeluruh tentang peran teknologi dalam transformasi ekonomi dan bisnis di era digital, artikel ini memberikan pemahaman yang lebih baik tentang bagaimana teknologi dapat membantu perusahaan dan masyarakat untuk mencapai kemajuan yang lebih besar di masa depan.",PERAN LITERASI TEKNOLOGI INFORMASI DAN KOMUNIKASI PADA PEMBELAJARAN JARAK JAUH DI MASA PANDEMI COVID-19,"Penulisan artikel ini bertujuan untuk menganalisis secara kajian literatur mengenai pentingnya literasi teknologi informasi dan komunikasi sebagai kunci dan penunjang pelaksanaan pembelajaran jarak jauh pada masa pandemi Covid-19. Analisis pada artikel ini menggunakan empat langkah kajian literatur, yaitu pemilihan topik yang akan direview, mencari dan menyeleksi artikel yang berkaitan dengan topik, menganalisis dan mensintesis literatur, dan mengorganisasikan tulisan. Hasil kajian literatur menunjukkan bahwa pandemi Covid-19 memberikan perubahan signifikan pada berbagai sektor, termasuk sektor pendidikan. Pembelajaran jarak jauh (PJJ) merupakan salah satu bentuk penyesuaian dalam sektor pendidikan selama masa pandemi Covid-19. Pada pelaksanaan pembelajaran jarak jauh, teknologi menjadi kunci keberlangsungan PJJ yang dapat menjadi penghubungÂ antaraÂ pengajar dan pembelajar yang tersekat dengan jarak. Namun demikian, keberadaan teknologi akan menjadi tidak termanfaatkan jika tidak dibarengi dengan pengguna teknologi yang melek teknologi. Literasi teknologi informasi dan komunikasi mencakup segala pengetahuan dan keterampilan dalam memanfaatkan teknologi, mulai dari mengenal perangkatnya, mengoperasikannya, mengolah dan mengkomunikasikan informasi. Teknologi dan Literasi TIK memiliki peran penting dalam memperlancar PJJ, menjadikan PJJ lebih efektif, memperlancar komunikasi dan kolaborasi antara pengajar dan pembelajar, serta mendorong penggunaan teknologi yang positif yang mengedepankan etika sosial yang bertanggung jawab.",0.79,0.23
